CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
100407,518,Canada,Male,26,3,236659.49,1,0,1,81839.15,1
100408,833,Brazil,Female,55,0,140045.56,1,1,0,37245.12,0
100409,510,Brazil,Female,65,1,187682.38,1,1,1,13493.37,1
100410,417,USA,Male,39,4,139495.18,2,0,1,98172.67,0
100411,638,Mexico,Male,70,10,138128.4,1,1,1,189181.76,0
100412,747,Sweden,Male,70,4,23537.98,2,0,1,71525.72,0
100413,626,Singapore,Female,19,7,85915.8,2,1,0,135616.73,0
100414,653,South Africa,Male,41,5,70607.72,1,1,1,133924.72,0
100415,753,UK,Female,25,7,97682.09,2,1,0,57705.22,0
100416,733,India,Female,28,1,199586.05,2,0,1,133580.8,0
100417,741,India,Male,30,2,92983.17,2,1,0,50343.46,0
100418,484,New Zealand,Male,34,5,112924.2,2,1,1,33181.41,0
100419,544,China,Female,25,9,99345.35,1,1,1,143262.82,1
100420,750,Australia,Female,38,2,23351.99,1,1,1,31553.76,0
100421,477,Singapore,Female,35,5,110268.04,1,1,1,199412.75,0
100422,382,UK,Male,47,5,48902.32,1,0,1,44855.96,0
100423,525,India,Female,35,1,46680.82,2,1,1,122886.95,0
100424,809,India,Male,63,6,23509.03,1,1,1,88161.17,0
100425,792,Spain,Female,64,1,89167.74,2,1,1,34013.42,0
100426,720,Japan,Female,48,5,189370.47,2,0,0,15290.34,0
100427,819,China,Male,55,0,69110.42,1,1,1,128319.13,0
100428,724,Singapore,Female,49,2,78087.28,1,1,1,163283.94,0
100429,371,UAE,Male,28,1,160668.66,2,1,1,169982.98,0
100430,587,Singapore,Male,62,6,48960.2,2,1,0,101715.56,0
100431,507,Switzerland,Female,42,3,224239.48,2,1,0,157716.54,1
100432,387,USA,Male,50,7,130047.63,1,0,1,137840.96,1
100433,579,New Zealand,Male,55,5,111900.74,1,1,0,147608.36,1
100434,714,South Africa,Female,58,9,139455.05,1,1,1,103593.81,0
100435,400,UK,Male,25,3,41508.58,1,1,1,130348.23,0
100436,787,Mexico,Male,28,4,153368.28,2,1,0,163049.92,0
100437,613,Spain,Male,39,8,90775.18,2,1,1,85597.99,0
100438,632,Japan,Female,68,6,224296.59,2,1,1,163135.99,0
100439,376,USA,Male,41,9,42213.55,2,0,1,122483.2,0
100440,575,New Zealand,Female,58,8,126762.78,2,1,1,41521.19,0
100441,626,Italy,Female,34,6,149528.16,1,1,0,14689.99,0
100442,635,France,Male,29,0,8345.9,1,1,1,78923.18,0
100443,446,Canada,Male,63,7,90923.28,2,0,0,113872.3,0
100444,633,South Africa,Male,49,3,183158.81,1,1,1,169565.87,0
100445,716,UAE,Female,32,2,205094.38,2,1,1,34222.28,0
100446,797,China,Male,33,6,78290.5,2,0,0,162039.21,0
100447,830,Canada,Male,39,2,199648.32,1,1,1,173971.72,0
100448,802,Canada,Male,45,7,241938.97,2,0,1,38630.62,0
100449,666,Japan,Male,37,5,214218.48,2,1,0,171802.92,1
100450,653,Australia,Male,50,4,29411.0,2,0,1,198376.18,0
100451,496,Italy,Female,27,3,184932.58,2,0,0,148099.38,0
100452,353,UK,Female,57,7,79916.71,2,1,0,159106.24,0
100453,384,Mexico,Male,49,7,247104.0,1,1,1,198938.9,1
100454,541,UK,Male,67,0,121339.75,1,1,1,125041.44,0
100455,398,Brazil,Male,50,8,30608.47,2,0,1,68498.41,0
100456,366,Canada,Male,19,4,181296.39,2,1,1,169130.86,0
100457,521,South Africa,Female,50,3,80752.8,1,1,1,126752.3,0
100458,569,Mexico,Male,50,5,249269.54,1,1,1,120427.13,0
100459,507,France,Female,58,5,244945.61,2,1,0,58190.76,0
100460,826,Australia,Female,30,1,164033.5,2,1,0,153703.51,0
100461,395,Singapore,Male,47,7,32456.61,2,1,0,25516.78,0
100462,722,Mexico,Female,50,6,171715.25,2,1,0,185614.54,0
100463,355,UAE,Female,30,0,23257.62,1,0,1,71906.46,0
100464,448,UK,Female,69,4,7341.04,1,1,0,34277.18,0
100465,729,Italy,Female,43,5,205739.61,2,1,0,94049.64,0
100466,582,Mexico,Male,39,3,52438.24,1,1,0,18069.28,0
100467,386,Mexico,Male,56,1,94756.78,1,0,1,140078.98,1
100468,629,Sweden,Female,19,3,243364.35,1,1,1,181514.05,0
100469,698,Brazil,Male,55,0,84210.13,2,0,1,169079.97,1
100470,846,UAE,Male,56,6,74122.45,2,1,1,34200.2,0
100471,651,New Zealand,Male,43,1,229552.0,1,1,1,33991.52,0
100472,530,Mexico,Male,63,1,27687.11,1,0,1,164552.55,1
100473,444,Canada,Male,67,8,189895.6,2,1,0,185608.31,1
100474,448,Singapore,Female,32,4,247016.39,4,1,1,97527.27,1
100475,537,Italy,Male,51,1,225324.0,1,1,1,104804.51,0
100476,830,New Zealand,Male,59,10,162916.98,1,1,1,70469.79,0
100477,465,Singapore,Male,61,8,78515.2,1,1,1,179910.37,0
100478,540,Italy,Male,66,8,63580.5,2,0,1,132531.55,0
100479,602,France,Female,57,0,204813.78,1,1,1,64767.8,0
100480,818,Switzerland,Female,28,10,219955.48,1,1,1,66768.75,0
100481,765,Sweden,Female,20,2,131358.73,2,1,0,179328.01,0
100482,820,New Zealand,Female,23,3,61084.99,2,1,1,12590.46,0
100483,510,Netherlands,Male,26,6,28235.8,1,1,0,71318.05,0
100484,605,Brazil,Female,23,9,21794.87,2,1,1,115327.77,0
100485,672,Australia,Male,26,3,179769.36,1,1,1,38161.32,0
100486,477,UK,Male,56,1,105029.68,2,0,0,27498.76,1
100487,367,Singapore,Male,48,6,226339.97,1,1,1,164902.5,0
100488,630,Sweden,Male,49,5,184917.83,2,1,0,179936.83,0
100489,839,Canada,Male,58,2,47815.1,1,1,1,166485.22,0
100490,572,Brazil,Female,67,5,153444.35,2,1,0,180769.7,0
100491,403,France,Female,29,10,108876.36,2,1,1,115091.27,0
100492,407,UAE,Female,25,5,144312.43,2,0,0,164329.04,0
100493,672,Japan,Female,25,4,184517.28,2,1,1,82968.1,0
100494,709,France,Male,67,3,201548.97,2,1,0,136590.89,1
100495,523,Switzerland,Female,45,9,210934.33,1,1,1,197878.75,1
100496,629,Australia,Male,37,0,63493.72,1,0,1,52888.27,1
100497,463,UK,Female,64,9,7778.9,2,0,1,84080.95,0
100498,637,China,Male,24,5,184823.68,1,0,1,101209.0,0
100499,780,China,Male,28,1,26585.93,2,1,1,36222.94,0
100500,691,South Africa,Female,37,2,78729.9,3,0,0,25397.34,1
